小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 观湖国际, 朝阳 , 朝阳公园 ,996万, 2室2厅2卫 ,127.27平米, 78259元/平米 ,东西,高层,精装修,https://esf.fang.com/chushou/3_483475863.html
 光彩国际, 朝阳 , 工体 ,1560万, 3室2厅2卫 ,217平米, 71889元/平米 ,东南北,中层,精装修,https://esf.fang.com/chushou/3_483475839.html
 天月园, 朝阳 , 北苑 ,1218万, 3室2厅2卫 ,156.46平米, 77847元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_481427653.html
 新里西斯莱公馆, 大兴 , 高米店 ,670万, 3室2厅2卫 ,130.14平米, 51483元/平米 ,南,高层,精装修,https://esf.fang.com/chushou/3_483067921.html
 K2海棠湾, 通州 , 梨园 ,800万, 5室2厅3卫 ,208.06平米, 38450元/平米 ,东南,顶层,精装修,https://esf.fang.com/chushou/3_483516682.html
 新里西斯莱公馆, 大兴 , 高米店 ,700万, 3室2厅2卫 ,145.8平米, 48011元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483516648.html
 新里西斯莱公馆, 大兴 , 高米店 ,520万, 2室2厅2卫 ,99.75平米, 52130元/平米 ,南,低层,精装修,https://esf.fang.com/chushou/3_483516629.html
 玉桥北里, 通州 , 玉桥 ,175万, 2室1厅1卫 ,60.61平米, 28873元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483516619.html
 华尔街观典, 海淀 , 公主坟 ,788万, 2室2厅1卫 ,93.08平米, 84658元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483516598.html
 莲怡园一区, 丰台 , 六里桥 ,420万, 3室1厅1卫 ,92.42平米, 45445元/平米 ,西北,中层,精装修,https://esf.fang.com/chushou/3_483516577.html
 尚东庭, 通州 , 潞苑南大街 ,800万, 4室2厅3卫 ,182.31平米, 43881元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483516539.html
 怡安园, 怀柔 , 庙城 ,145万, 3室1厅1卫 ,76.48平米, 18959元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_483516415.html
 金第梦想山, 怀柔 , 庙城 ,166万, 2室1厅1卫 ,85.31平米, 19458元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_483516419.html
 滨湖小区, 怀柔 , 怀柔城区 ,125万, 2室1厅1卫 ,56.63平米, 22073元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_483516421.html
 八龙桥雅苑, 怀柔 , 桥梓 ,190万, 3室1厅1卫 ,89.7平米, 21182元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483516429.html
 富力惠兰美居, 通州 , 潞苑南大街 ,340万, 3室1厅1卫 ,92.07平米, 36928元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483516434.html
 富力惠兰美居, 通州 , 潞苑南大街 ,239万, 2室1厅1卫 ,81.16平米, 29448元/平米 ,西,低层,精装修,https://esf.fang.com/chushou/3_483516432.html
 芍药居甲2号院, 朝阳 , 芍药居 ,340万, 1室1厅1卫 ,41.57平米, 81790元/平米 ,东西,顶层,精装修,https://esf.fang.com/chushou/3_483516392.html
 富力首开·金禧璞瑅, 顺义 , 顺义其它 ,700万, 4室2厅3卫 ,420平米, 16667元/平米 ,南北, 底层 ,豪华装修,https://esf.fang.com/chushou/3_482538822.html
 首开国风美唐, 昌平 , 回龙观 ,795万, 3室2厅2卫 ,127.64平米, 62285元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483317040.html
 世纪嘉园, 朝阳 , 惠新西街 ,970万, 4室1厅1卫 ,175.01平米, 55425元/平米 ,南北,顶层,简装修,https://esf.fang.com/chushou/3_483516144.html
 兴海家园, 大兴 , 西红门 ,315万, 2室1厅1卫 ,84.49平米, 37283元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_483516038.html
 北城根, 昌平 , 昌平县城 ,198万, 3室1厅1卫 ,68.5平米, 28905元/平米 ,南北,顶层,中装修,https://esf.fang.com/chushou/3_483515891.html
 天资璟庭, 房山 , 长阳 ,440万, 5室2厅2卫 ,180平米, 24444元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483515779.html
 玉海园, 海淀 , 永定路 ,550万, 2室1厅1卫 ,81.95平米, 67114元/平米 ,东南,低层,简装修,https://esf.fang.com/chushou/3_483515704.html
 万寿路西街9号院, 海淀 , 万寿路 ,1480万, 4室1厅2卫 ,149.43平米, 99043元/平米 ,南北,高层,简装修,https://esf.fang.com/chushou/3_483515696.html
 玉海园, 海淀 , 永定路 ,465万, 2室1厅1卫 ,74.43平米, 62475元/平米 ,东西,低层,精装修,https://esf.fang.com/chushou/3_483515691.html
 万寿路西街9号院, 海淀 , 万寿路 ,1135万, 3室2厅1卫 ,103.6平米, 109556元/平米 ,南北,高层,中装修,https://esf.fang.com/chushou/3_483515678.html
 乐府江南, 海淀 , 田村 ,796万, 2室1厅2卫 ,93.76平米, 84898元/平米 ,西, 底层 ,精装修,https://esf.fang.com/chushou/3_483515670.html
 乐府江南, 海淀 , 田村 ,940万, 2室1厅2卫 ,105.76平米, 88880元/平米 ,南北,中层,中装修,https://esf.fang.com/chushou/3_483515664.html
 新兴年代, 海淀 , 五棵松 ,860万, 2室1厅1卫 ,97.77平米, 87962元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483515598.html
 长安新城, 丰台 , 青塔 ,420万, 2室1厅1卫 ,98.04平米, 42840元/平米 ,西,高层,简装修,https://esf.fang.com/chushou/3_483515560.html
 长安新城, 丰台 , 青塔 ,580万, 2室2厅2卫 ,115.51平米, 50212元/平米 ,南,高层,简装修,https://esf.fang.com/chushou/3_483515553.html
 玉桥中路10号院, 通州 , 运河大街 ,340万, 3室2厅1卫 ,122.34平米, 27791元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_483515528.html
 锦秋知春, 海淀 , 知春路 ,2100万, 3室1厅1卫 ,178.87平米, 117404元/平米 ,东南,低层,简装修,https://esf.fang.com/chushou/3_482583874.html
 锦秋知春, 海淀 , 知春路 ,1480万, 2室2厅2卫 ,136.62平米, 108330元/平米 ,东,高层,简装修,https://esf.fang.com/chushou/3_482583875.html
 北苑家园茉藜园, 朝阳 , 北苑 ,424万, 2室2厅2卫 ,88.69平米, 47807元/平米 ,东南,低层,精装修,https://esf.fang.com/chushou/3_483515345.html
 腊竹胡同, 西城 , 陶然亭 ,152万, 1室1厅1卫 ,21.5平米, 70698元/平米 ,南, 底层 ,简装修,https://esf.fang.com/chushou/3_483515254.html
 大西洋新城A区, 朝阳 , 望京 ,1450万, 5室2厅3卫 ,194.93平米, 74386元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483043365.html
 民安小区, 东城 , 东直门 ,755万, 2室1厅1卫 ,72.77平米, 103752元/平米 ,东西,低层,简装修,https://esf.fang.com/chushou/3_482762685.html
 万城华府龙园, 海淀 , 万柳 ,2400万, 2室2厅1卫 ,114.59平米, 209442元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_483429869.html
 静馨嘉苑, 丰台 , 方庄 ,290万, 1室1厅1卫 ,75.03平米, 38651元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_481191983.html
 信和嘉园, 西城 , 马连道 ,1180万, 2室1厅1卫 ,97.37平米, 121187元/平米 ,南,中层,精装修,https://esf.fang.com/chushou/3_483196800.html
 金域缇香, 房山 , 长阳 ,339万, 3室1厅1卫 ,102.94平米, 32932元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483513035.html
 金域缇香, 房山 , 长阳 ,221万, 2室2厅1卫 ,72.89平米, 30320元/平米 ,南,低层,精装修,https://esf.fang.com/chushou/3_483513027.html
 中建学府印悦, 房山 , 良乡 ,335万, 3室1厅1卫 ,93平米, 36022元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483513022.html
 龙跃苑四区, 昌平 , 回龙观 ,436万, 2室1厅2卫 ,98.93平米, 44072元/平米 ,南北,高层,豪华装修,https://esf.fang.com/chushou/3_483497357.html
 龙跃苑四区, 昌平 , 回龙观 ,496万, 3室1厅2卫 ,124.23平米, 39926元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_483497362.html
 茗筑大厦, 西城 , 马连道 ,965万, 3室1厅2卫 ,153.35平米, 62928元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_483512644.html
 清秀园南区, 昌平 , 昌平县城 ,159万, 2室1厅1卫 ,69.05平米, 23027元/平米 ,南,中层,简装修,https://esf.fang.com/chushou/3_483512658.html
 莲花小区, 海淀 , 公主坟 ,710万, 2室1厅1卫 ,112平米, 63393元/平米 ,东南,低层,简装修,https://esf.fang.com/chushou/3_483512615.html
 莲花小区, 海淀 , 公主坟 ,1130万, 2室2厅2卫 ,132.19平米, 85483元/平米 ,东南,中层,简装修,https://esf.fang.com/chushou/3_483512612.html
 荣宁园, 西城 , 白纸坊 ,1355万, 3室1厅2卫 ,148.64平米, 91160元/平米 ,西南,顶层,精装修,https://esf.fang.com/chushou/3_482777235.html
 绿波漫板, 海淀 , 曙光 ,1820万, 3室2厅2卫 ,148.54平米, 122526元/平米 ,南北,顶层,豪华装修,https://esf.fang.com/chushou/3_483333291.html
 小半截胡同小区|小半截胡同, 西城 , 德胜门 ,298万, 暂无 ,14平米, 212857元/平米 ,南, 底层 ,中装修,https://esf.fang.com/chushou/3_483512474.html
 鲁艺上河村二区, 海淀 , 世纪城 ,2300万, 2室2厅2卫 ,169.29平米, 135862元/平米 ,南北,低层,豪华装修,https://esf.fang.com/chushou/3_483443499.html
 合生·金茂东叁金茂府, 丰台 , 成寿寺 ,2100万, 4室2厅3卫 ,196.64平米, 106794元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483512302.html
 四平园, 西城 , 陶然亭 ,720万, 3室1厅1卫 ,72.47平米, 99351元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_482930691.html
 缘溪堂, 海淀 , 军博 ,4100万, 4室2厅6卫 ,518.49平米, 79076元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483425359.html
 缘溪堂, 海淀 , 军博 ,4100万, 4室2厅6卫 ,518.49平米, 79076元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_481097637.html
 SOHO现代城, 朝阳 , 大望路 ,780万, 4室1厅1卫 ,225.12平米, 34648元/平米 ,东北,中层,精装修,https://esf.fang.com/chushou/3_483511770.html
 SOHO现代城, 朝阳 , 大望路 ,1200万, 4室1厅2卫 ,189.12平米, 63452元/平米 ,西南,低层,精装修,https://esf.fang.com/chushou/3_483511754.html
 SOHO现代城, 朝阳 , 大望路 ,750万, 5室1厅1卫 ,177.89平米, 42161元/平米 ,西北,中层,简装修,https://esf.fang.com/chushou/3_483511739.html
 SOHO现代城, 朝阳 , 大望路 ,950万, 7室2厅2卫 ,266平米, 35714元/平米 ,东南,低层,简装修,https://esf.fang.com/chushou/3_483511737.html
 SOHO现代城, 朝阳 , 大望路 ,525万, 1室1厅1卫 ,73.18平米, 71741元/平米 ,西北,中层,精装修,https://esf.fang.com/chushou/3_483511724.html
 盛世嘉园, 朝阳 , 国贸 ,1046万, 3室2厅2卫 ,157.59平米, 66375元/平米 ,西南,高层,精装修,https://esf.fang.com/chushou/3_483511687.html
 紫御华府, 朝阳 , 北苑 ,3180万, 4室3厅5卫 ,357平米, 89076元/平米 ,西南北,中层,豪华装修,https://esf.fang.com/chushou/3_483511640.html
 熙悦春天, 大兴 , 生物医药基地 ,260万, 2室1厅1卫 ,83.82平米, 31019元/平米 ,南,中层,精装修,https://esf.fang.com/chushou/3_483503611.html
 华冠丽景, 东城 , 东直门 ,1350万, 2室2厅2卫 ,118.58平米, 113847元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483511370.html
 紫御华府, 朝阳 , 北苑 ,3250万, 4室3厅4卫 ,383.47平米, 84752元/平米 ,南北,高层,豪华装修,https://esf.fang.com/chushou/3_483511365.html
 北京怡园, 昌平 , 昌平县城 ,588万, 4室2厅1卫 ,147平米, 40000元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483511362.html
 金都杭城, 朝阳 , 百子湾 ,660万, 2室1厅1卫 ,87.46平米, 75463元/平米 ,南,低层,精装修,https://esf.fang.com/chushou/3_483511357.html
 金都杭城, 朝阳 , 百子湾 ,778万, 2室1厅1卫 ,104.91平米, 74159元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483511356.html
 金都杭城, 朝阳 , 百子湾 ,410万, 1室1厅1卫 ,64.88平米, 63194元/平米 ,东北,高层,豪华装修,https://esf.fang.com/chushou/3_483511354.html
 紫御华府, 朝阳 , 北苑 ,3600万, 5室2厅4卫 ,383.25平米, 93933元/平米 ,南北,高层,豪华装修,https://esf.fang.com/chushou/3_483511302.html
 天泰新景家园, 房山 , 长阳 ,148万, 1室1厅1卫 ,72.32平米, 20465元/平米 ,南北,高层,简装修,https://esf.fang.com/chushou/3_483511270.html
 芍药居北里, 朝阳 , 芍药居 ,600万, 2室1厅1卫 ,96.9平米, 61920元/平米 ,东南,中层,精装修,https://esf.fang.com/chushou/3_483511190.html
 东中公寓, 东城 , 东直门 ,1300万, 3室1厅2卫 ,150.08平米, 86620元/平米 ,南北,中层,简装修,https://esf.fang.com/chushou/3_483511164.html
 中骏·云景台, 房山 , 良乡 ,208万, 3室2厅2卫 ,89.73平米, 23181元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483511003.html
 中粮·瑞府, 朝阳 , 孙河 ,6999万, 8室3厅13卫 ,648.51平米, 107924元/平米 ,南, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483510960.html
 龙湖景粼原著洋房, 朝阳 , 孙河 ,2200万, 4室2厅3卫 ,266平米, 82707元/平米 ,南北, 底层 ,毛坯,https://esf.fang.com/chushou/3_483508773.html
 誉天下, 顺义 , 中央别墅区 ,1030万, 6室3厅4卫 ,384平米, 26823元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483510676.html
 懋源·璟玺, 朝阳 , 孙河 ,4200万, 4室3厅7卫 ,560平米, 75000元/平米 ,南, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483510661.html
 葛洲坝北京中国府, 丰台 , 玉泉营 ,3200万, 4室2厅4卫 ,330平米, 96970元/平米 ,南北,高层,毛坯,https://esf.fang.com/chushou/3_483510654.html
 富力首开·金禧璞瑅, 顺义 , 顺义其它 ,950万, 5室2厅4卫 ,500平米, 19000元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483510621.html
 懋源·璟玺, 朝阳 , 孙河 ,2800万, 4室2厅3卫 ,268.68平米, 104213元/平米 ,南,中层,精装修,https://esf.fang.com/chushou/10_483510588.html
 海晟名苑, 东城 , 东直门 ,1600万, 2室2厅2卫 ,129.58平米, 123476元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483510561.html
 青云上府, 朝阳 , 中央别墅区 ,875万, 4室2厅3卫 ,260平米, 33654元/平米 ,南北, 底层 ,中装修,https://esf.fang.com/chushou/3_483510559.html
 懋源·璟玺, 朝阳 , 孙河 ,3810万, 6室3厅6卫 ,493.72平米, 77169元/平米 ,南, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483510553.html
 瑞安君汇, 朝阳 , 工体 ,3500万, 3室2厅3卫 ,400.23平米, 87450元/平米 ,东西,高层,豪华装修,https://esf.fang.com/chushou/3_482131872.html
 中骏世界城, 朝阳 , CBD ,410万, 1室1厅1卫 ,88.48平米, 46338元/平米 ,南,高层,豪华装修,https://esf.fang.com/chushou/3_477940623.html
 誉天下, 顺义 , 中央别墅区 ,2780万, 5室4厅4卫 ,418平米, 66507元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_482624452.html
 鲁艺上河村二区, 海淀 , 世纪城 ,3450万, 4室2厅3卫 ,241.13平米, 143076元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483443500.html
 乐府江南, 海淀 , 田村 ,1140万, 3室2厅2卫 ,130.13平米, 87605元/平米 ,西南,低层,精装修,https://esf.fang.com/chushou/3_483284817.html
 乐府江南, 海淀 , 田村 ,1140万, 3室2厅2卫 ,130.13平米, 87605元/平米 ,西南,低层,精装修,https://esf.fang.com/chushou/3_482061104.html
 乐府江南, 海淀 , 田村 ,1140万, 3室2厅2卫 ,130.13平米, 87605元/平米 ,西南,低层,精装修,https://esf.fang.com/chushou/3_480707838.html
 首开熙悦山澜庭, 房山 , 长阳 ,338万, 2室1厅1卫 ,90.12平米, 37506元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483510303.html
 泰禾北京院子, 朝阳 , 孙河 ,2099万, 5室3厅6卫 ,314.35平米, 66773元/平米 ,南, 底层 ,简装修,https://esf.fang.com/chushou/10_483510272.html
 泰禾北京院子, 朝阳 , 孙河 ,2499万, 3室3厅6卫 ,314.42平米, 79480元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483510247.html
 富兴·首府, 朝阳 , 东坝 ,2380万, 5室2厅4卫 ,300平米, 79333元/平米 ,南北,中层,毛坯,https://esf.fang.com/chushou/3_483510178.html
 世茂奥临花园, 朝阳 , 北苑 ,1750万, 3室2厅2卫 ,200.09平米, 87461元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483510165.html
 世茂奥临花园, 朝阳 , 北苑 ,2250万, 4室2厅4卫 ,293平米, 76792元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483510163.html
 富力首开·金禧璞瑅, 顺义 , 顺义其它 ,997万, 5室2厅4卫 ,500平米, 19940元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483510157.html
 世纪城晴雪园, 海淀 , 世纪城 ,2250万, 3室2厅2卫 ,163.9平米, 137279元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_481162347.html
 玖瀛府, 昌平 , 南邵 ,1100万, 4室4厅4卫 ,450平米, 24444元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483386975.html
 龙湖双珑原著, 朝阳 , 孙河 ,2460万, 4室2厅5卫 ,360.43平米, 68252元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483510074.html
 玖瀛府, 昌平 , 南邵 ,640万, 4室2厅3卫 ,193平米, 33161元/平米 ,东, 底层 ,精装修,https://esf.fang.com/chushou/10_483386842.html
 富兴·首府, 朝阳 , 东坝 ,2210万, 5室2厅4卫 ,350平米, 63143元/平米 ,南北,顶层,毛坯,https://esf.fang.com/chushou/3_483510049.html
 龙湖双珑原著, 朝阳 , 孙河 ,2499万, 4室3厅5卫 ,358平米, 69804元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483509965.html
 北京中国府别墅, 丰台 , 玉泉营 ,2000万, 4室3厅4卫 ,359.47平米, 55637元/平米 ,东, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483509307.html
 富力首开·金禧璞瑅别墅, 顺义 , 顺义其它 ,750万, 4室2厅4卫 ,410平米, 18293元/平米 ,南, 底层 ,中装修,https://esf.fang.com/chushou/10_483510035.html
 富兴·首府, 朝阳 , 东坝 ,2463万, 5室2厅4卫 ,390平米, 63154元/平米 ,南北,高层,简装修,https://esf.fang.com/chushou/3_483510029.html
 霁月园, 门头沟 , 滨河 ,310万, 2室1厅1卫 ,91.65平米, 33824元/平米 ,东西,中层,精装修,https://esf.fang.com/chushou/3_483510012.html
 世纪城三期垂虹园, 海淀 , 世纪城 ,1240万, 2室1厅1卫 ,107平米, 115888元/平米 ,东南,中层,精装修,https://esf.fang.com/chushou/3_482659515.html
 吉晟别墅, 昌平 , 回龙观 ,1050万, 5室3厅4卫 ,250平米, 42000元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483509944.html
 世纪城三期春荫园, 海淀 , 世纪城 ,1980万, 4室2厅2卫 ,179平米, 110615元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_482749621.html
 世纪城三期垂虹园, 海淀 , 世纪城 ,2200万, 4室2厅2卫 ,208平米, 105769元/平米 ,东南,低层,精装修,https://esf.fang.com/chushou/3_482782233.html
 誉天下盛寓, 顺义 , 中央别墅区 ,450万, 3室2厅2卫 ,122平米, 36885元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483509800.html
 北京中国府别墅, 丰台 , 玉泉营 ,1510万, 3室2厅3卫 ,186平米, 81183元/平米 ,南, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483509311.html
 誉天下盛寓, 顺义 , 中央别墅区 ,430万, 3室2厅2卫 ,120平米, 35833元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483509746.html
 首开国风尚樾, 朝阳 , 望京 ,2080万, 4室2厅3卫 ,210.22平米, 98944元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483135351.html
 凯德麓语, 昌平 , 昌平其它 ,1070万, 5室4厅5卫 ,508平米, 21063元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483509639.html
 紫金长安, 海淀 , 五棵松 ,2450万, 3室2厅3卫 ,183平米, 133880元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_483432144.html
 世纪城晴雪园, 海淀 , 世纪城 ,1770万, 2室1厅1卫 ,125.65平米, 140867元/平米 ,东北,顶层,精装修,https://esf.fang.com/chushou/3_482919724.html
 誉天下盛寓, 顺义 , 中央别墅区 ,420万, 3室2厅2卫 ,120.3平米, 34913元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483509494.html
 北京合院, 顺义 , 顺义城 ,920万, 4室2厅5卫 ,427平米, 21546元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483508993.html
 世纪城晴波园, 海淀 , 世纪城 ,3250万, 4室2厅2卫 ,201平米, 161692元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_482919728.html
 北京合院, 顺义 , 顺义城 ,800万, 4室2厅4卫 ,288平米, 27778元/平米 ,南, 底层 ,简装修,https://esf.fang.com/chushou/10_483509196.html
 世纪城晴波园, 海淀 , 世纪城 ,2080万, 3室2厅2卫 ,159.9平米, 130081元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483016987.html
 郁花园二里, 大兴 , 高米店 ,260万, 2室1厅1卫 ,66.88平米, 38876元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483509184.html
 世纪城晴波园, 海淀 , 世纪城 ,1680万, 2室2厅2卫 ,119平米, 141176元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_483055042.html
 US联邦公寓, 朝阳 , 燕莎 ,1600万, 3室2厅2卫 ,203.12平米, 78771元/平米 ,东西,中层,豪华装修,https://esf.fang.com/chushou/3_483425968.html
 东湖湾, 朝阳 , 望京 ,2998万, 4室2厅3卫 ,246平米, 121870元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483357424.html
 誉天下盛寓, 顺义 , 中央别墅区 ,745万, 4室2厅4卫 ,221平米, 33710元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483509074.html
 诺德阅墅, 顺义 , 中央别墅区 ,920万, 4室2厅5卫 ,400平米, 23000元/平米 ,南, 底层 ,简装修,https://esf.fang.com/chushou/10_483509057.html
 世纪城三期垂虹园, 海淀 , 世纪城 ,1740万, 3室2厅2卫 ,172平米, 101163元/平米 ,东,高层,简装修,https://esf.fang.com/chushou/3_483144149.html
 格拉斯小镇, 通州 , 宋庄 ,1450万, 5室3厅3卫 ,247平米, 58704元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483509043.html
 世纪城晴波园, 海淀 , 世纪城 ,2380万, 3室2厅2卫 ,155平米, 153548元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483144150.html
 北京合院, 顺义 , 顺义城 ,870万, 4室4厅4卫 ,357平米, 24370元/平米 ,南, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483509030.html
 誉天下, 顺义 , 中央别墅区 ,450万, 3室2厅2卫 ,120平米, 37500元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483509027.html
 金玉府, 海淀 , 田村 ,1080万, 3室2厅2卫 ,137.6平米, 78488元/平米 ,南北,中层,精装修,https://esf.fang.com/chushou/3_483509026.html
 天润福熙大道, 朝阳 , 北苑 ,1910万, 4室2厅3卫 ,226平米, 84513元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483509019.html
 世纪城时雨园, 海淀 , 世纪城 ,1550万, 暂无 ,165平米, 93939元/平米 ,东南,中层,精装修,https://esf.fang.com/chushou/3_483265079.html
 北京合院, 顺义 , 顺义城 ,760万, 4室2厅3卫 ,300平米, 25333元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483508963.html
 誉天下盛寓, 顺义 , 中央别墅区 ,750万, 4室2厅4卫 ,240平米, 31250元/平米 ,南北, 底层 ,精装修,https://esf.fang.com/chushou/3_483508982.html
 天润福熙大道, 朝阳 , 北苑 ,1940万, 4室2厅3卫 ,300平米, 64667元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483508975.html
 北京合院, 顺义 , 顺义城 ,980万, 5室2厅3卫 ,480平米, 20417元/平米 ,南, 底层 ,中装修,https://esf.fang.com/chushou/10_483424826.html
 世纪城晴雪园, 海淀 , 世纪城 ,2500万, 3室2厅2卫 ,165平米, 151515元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483144152.html
 龙湖·御湖境, 顺义 , 顺义城 ,698万, 4室2厅2卫 ,165平米, 42303元/平米 ,南北,中层,豪华装修,https://esf.fang.com/chushou/3_483508961.html
 世纪城三期翠叠园, 海淀 , 世纪城 ,1680万, 3室2厅2卫 ,149平米, 112752元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_483144151.html
 御汤山熙园, 昌平 , 小汤山 ,1450万, 5室3厅5卫 ,330平米, 43939元/平米 ,南, 底层 ,精装修,https://esf.fang.com/chushou/10_483508937.html
 中绿东岳府, 朝阳 , 垡头 ,750万, 3室2厅2卫 ,122平米, 61475元/平米 ,南北,高层,精装修,https://esf.fang.com/chushou/3_483508905.html
 南新园, 朝阳 , 十里河 ,205万, 1室1厅1卫 ,40.4平米, 50743元/平米 ,东,中层,精装修,https://esf.fang.com/chushou/3_483040139.html
 世纪城三期垂虹园, 海淀 , 世纪城 ,1250万, 2室2厅2卫 ,122平米, 102459元/平米 ,西南, 底层 ,精装修,https://esf.fang.com/chushou/3_483274026.html
 中铁诺德阅墅, 顺义 , 中央别墅区 ,943万, 5室3厅5卫 ,300平米, 31433元/平米 ,南, 底层 ,毛坯,https://esf.fang.com/chushou/10_483508898.html
 御墅临枫, 海淀 , 西山 ,1330万, 4室2厅3卫 ,133.13平米, 99902元/平米 ,南北,顶层,精装修,https://esf.fang.com/chushou/3_480594205.html
 天润福熙大道, 朝阳 , 北苑 ,1270万, 4室3厅3卫 ,145平米, 87586元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483508878.html
 富力首开·金禧璞瑅, 顺义 , 顺义其它 ,520万, 5室2厅3卫 ,160平米, 32500元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483508874.html
 国瑞樾墅, 昌平 , 北七家 ,1280万, 5室5厅2卫 ,367平米, 34877元/平米 ,南, 底层 ,毛坯,https://esf.fang.com/chushou/10_483490413.html
 龙樾合玺, 朝阳 , 中央别墅区 ,620万, 4室2厅2卫 ,125平米, 49600元/平米 ,南北,低层,精装修,https://esf.fang.com/chushou/3_483508856.html
 润泽庄园墅郡, 朝阳 , 北苑 ,3488万, 5室4厅6卫 ,400平米, 87200元/平米 ,南, 底层 ,豪华装修,https://esf.fang.com/chushou/10_483508851.html
