小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 嘉华鑫城, 渝中 , 大坪 ,142万, 3室2厅2卫 ,120.9平米, 11745元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204508921.html
 庆隆南山高尔夫国际社区, 南岸 , 茶园新区 ,298万, 5室2厅4卫 ,239.5平米, 12443元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204900159.html
 碧桂园中俊天玺, 渝北 , 照母山 ,233万, 4室2厅2卫 ,142.57平米, 16343元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204852310.html
 恒大世纪城, 渝北 , 照母山 ,340万, 4室3厅3卫 ,172.19平米, 19746元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204727047.html
 雅居乐富春山居, 渝北 , 回兴 ,88万, 3室2厅2卫 ,97.05平米, 9067元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204855332.html
 世茂珺悦府, 渝北 , 照母山 ,268万, 4室2厅2卫 ,142.16平米, 18852元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204074382.html
 保利堂悦芷若园, 南岸 , 茶园新区 ,165万, 4室2厅2卫 ,142.34平米, 11592元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204860255.html
 荣盛华府二期, 南岸 , 茶园新区 ,152万, 4室2厅2卫 ,145.62平米, 10438元/平米 ,西南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204909591.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,388万, 5室4厅4卫 ,240平米, 16167元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204852443.html
 柏翠庄, 南岸 , 茶园新区 ,488万, 5室3厅5卫 ,365平米, 13370元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203718469.html
 康田星樾, 渝北 , 中央公园 ,129万, 3室2厅2卫 ,94.41平米, 13664元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204876976.html
 龙湖两江新宸森屿, 渝北 , 礼嘉 ,155万, 3室2厅2卫 ,112.17平米, 13818元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204915842.html
 中交中央公园美麓, 渝北 , 中央公园 ,88.5万, 3室2厅2卫 ,101.95平米, 8681元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204840646.html
 恒大名都, 渝中 , 大坪 ,190万, 3室2厅2卫 ,125平米, 15200元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204839482.html
 中航翡翠城, 渝北 , 空港新城 ,71万, 2室2厅1卫 ,85.43平米, 8311元/平米 ,东,顶层,精装修,https://cq.esf.fang.com/chushou/3_204863976.html
 约克郡翠微堤, 渝北 , 照母山 ,830万, 6室2厅6卫 ,351.12平米, 23639元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204883087.html
 恒大翡翠湾, 北碚 , 蔡家 ,105万, 3室2厅3卫 ,133平米, 7895元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203882405.html
 中粮中央公园祥云, 渝北 , 中央公园 ,298万, 4室2厅2卫 ,142.27平米, 20946元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204896315.html
 香港置地壹号半岛, 渝北 , 照母山 ,5000万, 6室3厅5卫 ,1229.65平米, 40662元/平米 ,西北, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204725907.html
 康桥融府别墅, 渝北 , 照母山 ,447万, 4室2厅3卫 ,130.71平米, 34198元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/10_204903343.html
 金科金辉美院, 北碚 , 蔡家 ,78万, 3室2厅2卫 ,99平米, 7879元/平米 ,南,高层,毛坯,https://cq.esf.fang.com/chushou/3_203398982.html
 庆隆南山高尔夫社区云溪苑, 南岸 , 茶园新区 ,135万, 4室2厅2卫 ,116.94平米, 11544元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/10_204858873.html
 汇祥林里3000二期, 渝北 , 空港新城 ,165万, 3室2厅2卫 ,125.71平米, 13125元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204863948.html
 朗诗乐府, 北碚 , 蔡家 ,89万, 3室2厅2卫 ,95平米, 9368元/平米 ,南北,低层,精装修,https://cq.esf.fang.com/chushou/3_204585179.html
 北大资源博雅二期, 渝北 , 照母山 ,177万, 3室2厅2卫 ,100平米, 17700元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204882387.html
 碧桂园中俊天玺, 渝北 , 照母山 ,475万, 5室2厅3卫 ,266.59平米, 17818元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204795589.html
 庆隆南山高尔夫国际社区钻石岛, 南岸 , 茶园新区 ,268万, 4室3厅4卫 ,235.14平米, 11397元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204664427.html
 万科森林公园林涧, 渝北 , 中央公园 ,120万, 3室2厅2卫 ,99.84平米, 12019元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204890401.html
 中粮中央公园祥云, 渝北 , 中央公园 ,180万, 3室2厅2卫 ,123.32平米, 14596元/平米 ,西,低层,毛坯,https://cq.esf.fang.com/chushou/3_204815730.html
 润丰水尚, 渝北 , 空港新城 ,76万, 2室2厅1卫 ,86平米, 8837元/平米 ,北,低层,精装修,https://cq.esf.fang.com/chushou/3_204886762.html
 鲁能泰山7号六街区, 渝北 , 中央公园 ,87.5万, 3室2厅1卫 ,85平米, 10294元/平米 ,西北,顶层,精装修,https://cq.esf.fang.com/chushou/3_204871069.html
 世茂茂悦府, 渝北 , 照母山 ,156万, 3室2厅2卫 ,114平米, 13684元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204916626.html
 龙湖海成·青云阙, 渝北 , 汽博中心 ,225万, 4室2厅3卫 ,137平米, 16423元/平米 ,北,低层,毛坯,https://cq.esf.fang.com/chushou/3_204822466.html
 恒大御府, 渝北 , 照母山 ,265万, 4室2厅2卫 ,149.59平米, 17715元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204843860.html
 恒大翡翠湾, 北碚 , 蔡家 ,132万, 3室3厅3卫 ,141平米, 9362元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204175926.html
 中航翡翠城, 渝北 , 空港新城 ,71万, 2室2厅1卫 ,85.43平米, 8311元/平米 ,东,顶层,精装修,https://cq.esf.fang.com/chushou/3_204863976.html
 江山樾一期, 渝北 , 大竹林 ,395万, 3室2厅2卫 ,251平米, 15737元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204884210.html
 庆隆南山高尔夫国际社区柏翠庄, 南岸 , 茶园新区 ,490万, 5室2厅6卫 ,395平米, 12405元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204750652.html
 恒大世纪城四期南苑, 渝北 , 照母山 ,135万, 3室2厅1卫 ,92.69平米, 14565元/平米 ,西北,低层,精装修,https://cq.esf.fang.com/chushou/3_204848191.html
 保利堂悦芷若园, 南岸 , 茶园新区 ,149万, 3室2厅2卫 ,122.39平米, 12174元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204909103.html
 中粮中央公园祥云, 渝北 , 中央公园 ,160万, 3室2厅2卫 ,113.42平米, 14107元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204871282.html
 保利堂悦照水园, 南岸 , 茶园新区 ,152万, 4室2厅2卫 ,136平米, 11176元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204908961.html
 康桥融府别墅, 渝北 , 照母山 ,345万, 3室2厅3卫 ,142.51平米, 24209元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/10_204903347.html
 恒大御景半岛, 渝北 , 照母山 ,416万, 4室3厅4卫 ,140.16平米, 29680元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204893083.html
 北大资源博雅四期, 渝北 , 照母山 ,218万, 3室2厅2卫 ,117.04平米, 18626元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204852628.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,228万, 4室2厅3卫 ,173平米, 13179元/平米 ,西, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204851968.html
 中交中央公园和颂, 渝北 , 中央公园 ,220万, 5室2厅3卫 ,176.86平米, 12439元/平米 ,东,顶层,毛坯,https://cq.esf.fang.com/chushou/3_204838189.html
 常青藤人文别墅, 渝北 , 农业园区 ,880万, 5室4厅5卫 ,406平米, 21675元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204045787.html
 万科观承承澜, 北碚 , 蔡家 ,88万, 3室2厅2卫 ,98.68平米, 8918元/平米 ,南北,低层,精装修,https://cq.esf.fang.com/chushou/3_204056356.html
 鲁能星城外滩, 江北 , 寸滩 ,506万, 4室2厅3卫 ,265平米, 19094元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204787493.html
 万科御澜道·滨江组团, 江北 , 江北嘴 ,269万, 3室2厅2卫 ,168.43平米, 15971元/平米 ,南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204787516.html
 荣盛华府二期, 南岸 , 茶园新区 ,139.01万, 4室2厅2卫 ,133平米, 10452元/平米 ,南,顶层,毛坯,https://cq.esf.fang.com/chushou/3_204874093.html
 格力两江总部公园, 江北 , 复盛 ,61万, 3室2厅1卫 ,82平米, 7439元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204832341.html
 荣盛华府一期, 南岸 , 茶园新区 ,184万, 4室2厅2卫 ,115平米, 16000元/平米 ,东南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204851990.html
 荣盛华府二期, 南岸 , 茶园新区 ,140万, 4室2厅2卫 ,133平米, 10526元/平米 ,南,顶层,毛坯,https://cq.esf.fang.com/chushou/3_204907684.html
 北大资源博雅四期, 渝北 , 照母山 ,245万, 3室2厅2卫 ,117.01平米, 20938元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204917987.html
 华宇林泉雅舍, 沙坪坝 , 杨公桥 ,96万, 3室2厅2卫 ,114.3平米, 8399元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204869594.html
 香港置地壹号半岛, 渝北 , 照母山 ,710万, 4室2厅3卫 ,180平米, 39444元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204893035.html
 保利堂悦芷若园, 南岸 , 茶园新区 ,165万, 4室2厅2卫 ,142.37平米, 11590元/平米 ,东北,低层,精装修,https://cq.esf.fang.com/chushou/3_204860252.html
 渝高香洲, 九龙坡 , 巴国城 ,76万, 2室1厅1卫 ,77.77平米, 9772元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204814911.html
 约克郡.禧悦, 渝北 , 照母山 ,170万, 2室2厅1卫 ,87.36平米, 19460元/平米 ,西,中层,精装修,https://cq.esf.fang.com/chushou/3_204869953.html
 鲁能泰山7号五街区, 渝北 , 中央公园 ,133万, 4室2厅2卫 ,127.02平米, 10471元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204871104.html
 万科锦尚, 九龙坡 , 渝州路 ,108万, 3室2厅2卫 ,86平米, 12558元/平米 ,北,中层,精装修,https://cq.esf.fang.com/chushou/3_204775387.html
 保利国际高尔夫花园别墅, 渝北 , 汽博中心 ,1000万, 5室3厅6卫 ,390平米, 25641元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204482048.html
 香港置地壹号半岛, 渝北 , 照母山 ,775万, 4室2厅3卫 ,194.45平米, 39856元/平米 ,西北,顶层,豪华装修,https://cq.esf.fang.com/chushou/3_204853061.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,205万, 4室2厅4卫 ,238平米, 8613元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204852413.html
 北大资源博雅, 渝北 , 照母山 ,325万, 4室2厅2卫 ,132平米, 24621元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204916801.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,215万, 4室2厅2卫 ,256.49平米, 8382元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204829980.html
 万科御澜道·滨江组团, 江北 , 江北嘴 ,269万, 4室2厅2卫 ,168.43平米, 15971元/平米 ,西南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204504890.html
 公园九里, 渝北 , 中央公园 ,115万, 3室2厅2卫 ,113平米, 10177元/平米 ,西,高层,毛坯,https://cq.esf.fang.com/chushou/3_204856774.html
 金茂国际生态新城锦悦, 渝北 , 中央公园 ,145万, 3室2厅2卫 ,92平米, 15761元/平米 ,东,低层,毛坯,https://cq.esf.fang.com/chushou/3_204757785.html
 中建启宸, 沙坪坝 , 西永 ,96万, 3室2厅2卫 ,99平米, 9697元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204868431.html
 中国铁建西派城, 江北 , 海尔路 ,350万, 4室2厅3卫 ,186平米, 18817元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204775942.html
 保利堂悦照水园, 南岸 , 茶园新区 ,150万, 3室2厅2卫 ,121.94平米, 12301元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204909520.html
 荣盛华府二期, 南岸 , 茶园新区 ,148万, 4室2厅2卫 ,145.62平米, 10163元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204759725.html
 万科彩云湖, 九龙坡 , 石坪桥 ,116万, 3室2厅2卫 ,97.89平米, 11850元/平米 ,东南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204912626.html
 北大资源博雅四期, 渝北 , 照母山 ,282万, 3室2厅2卫 ,132.56平米, 21273元/平米 ,东北,顶层,精装修,https://cq.esf.fang.com/chushou/3_204852624.html
 保亿御景润园, 北碚 , 蔡家 ,110万, 3室2厅2卫 ,99平米, 11111元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204808963.html
 北大资源紫境府, 南岸 , 南岸其他 ,215万, 4室2厅3卫 ,167.69平米, 12821元/平米 ,北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204857417.html
 御璟湖山璟樾, 渝北 , 礼嘉 ,135万, 4室2厅2卫 ,127平米, 10630元/平米 ,东南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204752443.html
 金科绿韵康城, 九龙坡 , 巴国城 ,100万, 4室2厅2卫 ,136.15平米, 7345元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204820532.html
 北大资源博雅, 渝北 , 照母山 ,93.4万, 1室2厅1卫 ,61.76平米, 15123元/平米 ,南北,低层,毛坯,https://cq.esf.fang.com/chushou/3_204916760.html
 鲁能泰山7号六街区, 渝北 , 中央公园 ,125万, 4室2厅2卫 ,115.4平米, 10832元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204871082.html
 万科观承高层, 北碚 , 蔡家 ,290万, 4室2厅2卫 ,149平米, 19463元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204203773.html
 龙湖·三千庭, 北碚 , 蔡家 ,145万, 3室2厅2卫 ,97平米, 14948元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204252823.html
 金色池塘, 渝北 , 空港新城 ,65万, 3室0厅2卫 ,93.96平米, 6918元/平米 ,北,高层,中装修,https://cq.esf.fang.com/chushou/3_204863416.html
 招商·渝天府, 沙坪坝 , 沙坪坝其他 ,105万, 3室2厅2卫 ,83平米, 12651元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204813874.html
 庆隆南山高尔夫国际社区钻石岛, 南岸 , 茶园新区 ,219.38万, 5室3厅4卫 ,221.11平米, 9922元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204679364.html
 中粮中央公园祥云, 渝北 , 中央公园 ,160万, 3室2厅2卫 ,113.42平米, 14107元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204809337.html
 春风绿苑, 南岸 , 回龙湾 ,83万, 3室2厅1卫 ,109.34平米, 7591元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204873098.html
 中交中央公园, 渝北 , 中央公园 ,124万, 3室2厅2卫 ,95.41平米, 12997元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204880810.html
 汇祥林里3000, 渝北 , 空港新城 ,88万, 3室2厅2卫 ,90.33平米, 9742元/平米 ,北,高层,精装修,https://cq.esf.fang.com/chushou/3_204863953.html
 江北嘴新鸥鹏教育城二期, 江北 , 江北嘴 ,110万, 2室1厅1卫 ,65平米, 16923元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204844399.html
 加州花园, 渝北 , 加州新牌坊 ,82万, 3室2厅2卫 ,135.93平米, 6033元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204900638.html
 庆隆南山高尔夫国际社区, 南岸 , 茶园新区 ,436万, 6室3厅5卫 ,375平米, 11627元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204664485.html
 中海寰宇时代, 渝北 , 加州新牌坊 ,185万, 3室2厅2卫 ,99平米, 18687元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204885546.html
 中交中央公园和颂, 渝北 , 中央公园 ,229万, 4室2厅2卫 ,151.41平米, 15124元/平米 ,南北, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204880472.html
 龙湖两江新宸森屿, 渝北 , 礼嘉 ,175万, 3室2厅2卫 ,111.99平米, 15626元/平米 ,东南,高层,精装修,https://cq.esf.fang.com/chushou/3_204912104.html
 香港置地壹号半岛, 渝北 , 照母山 ,3180万, 4室2厅7卫 ,969.47平米, 32801元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204852991.html
 中粮中央公园祥云, 渝北 , 中央公园 ,198万, 3室2厅2卫 ,134.73平米, 14696元/平米 ,东,低层,毛坯,https://cq.esf.fang.com/chushou/3_204906747.html
 绿洲龙城, 南岸 , 回龙湾 ,80万, 3室2厅1卫 ,92.05平米, 8691元/平米 ,南,高层,中装修,https://cq.esf.fang.com/chushou/3_204877077.html
 北大资源博雅, 渝北 , 照母山 ,127万, 2室2厅1卫 ,82.25平米, 15441元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204917968.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,318万, 5室2厅6卫 ,199平米, 15980元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204851960.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,318万, 5室2厅6卫 ,199平米, 15980元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204680545.html
 融创康桥融府, 渝北 , 照母山 ,145万, 3室2厅2卫 ,96平米, 15104元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204879909.html
 华宇林泉雅舍, 沙坪坝 , 杨公桥 ,96万, 3室2厅2卫 ,114.3平米, 8399元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204869594.html
 金茂国际生态新城锦悦, 渝北 , 中央公园 ,100万, 3室2厅1卫 ,78平米, 12821元/平米 ,西北,低层,精装修,https://cq.esf.fang.com/chushou/3_204796112.html
 北城国际中心, 渝北 , 龙溪镇 ,108万, 3室2厅2卫 ,107平米, 10093元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204890758.html
 中交中央公园美麓, 渝北 , 中央公园 ,128万, 4室2厅2卫 ,112.64平米, 11364元/平米 ,北,中层,精装修,https://cq.esf.fang.com/chushou/3_204864000.html
 汇祥林里3000二期, 渝北 , 空港新城 ,155万, 3室2厅2卫 ,120平米, 12917元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204863949.html
 金科绿韵康城, 九龙坡 , 巴国城 ,88万, 3室2厅2卫 ,108平米, 8148元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204820554.html
 首钢美利山别墅, 渝北 , 汽博中心 ,2500万, 8室3厅5卫 ,835.2平米, 29933元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203909718.html
 和记黄埔玥湖园别墅, 渝北 , 照母山 ,699万, 5室3厅6卫 ,457.47平米, 15280元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204904774.html
 寰宇天下观澜苑A区, 江北 , 江北嘴 ,480万, 4室2厅3卫 ,250.88平米, 19133元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204897644.html
 鲁能领秀城别墅, 南岸 , 茶园新区 ,205万, 4室2厅4卫 ,238平米, 8613元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204894451.html
 中航翡翠城, 渝北 , 空港新城 ,85万, 2室2厅1卫 ,91平米, 9341元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204870943.html
 国兴北岸江山, 江北 , 北滨路 ,135.9万, 3室2厅2卫 ,106.11平米, 12807元/平米 ,东,低层,精装修,https://cq.esf.fang.com/chushou/3_204844485.html
 和记黄埔玥湖园别墅, 渝北 , 照母山 ,239万, 4室2厅2卫 ,198.3平米, 12052元/平米 ,南,顶层,简装修,https://cq.esf.fang.com/chushou/10_204738587.html
 新城·春山拾鸣, 渝北 , 中央公园 ,103万, 2室2厅1卫 ,67.99平米, 15149元/平米 ,东北, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204915089.html
 龙湖两江新宸森屿, 渝北 , 礼嘉 ,240万, 4室2厅2卫 ,156.06平米, 15379元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204912122.html
 公园大道菁澜二组团, 渝北 , 中央公园 ,117万, 3室2厅1卫 ,99.44平米, 11766元/平米 ,南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204885605.html
 华侨城嘉陵江天, 渝北 , 礼嘉 ,313.5万, 4室2厅3卫 ,270.46平米, 11591元/平米 ,东南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204861203.html
 公园九里, 渝北 , 中央公园 ,149.3万, 4室0厅2卫 ,153平米, 9758元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204875743.html
 万科四季花城, 北碚 , 水土 ,78万, 3室2厅1卫 ,86平米, 9070元/平米 ,南北,低层,精装修,https://cq.esf.fang.com/chushou/3_204724817.html
 新江与城天越, 渝北 , 大竹林 ,880万, 5室2厅5卫 ,330.43平米, 26632元/平米 ,南, 底层 ,豪华装修,https://cq.esf.fang.com/chushou/10_204864446.html
 金科绿韵康城, 九龙坡 , 巴国城 ,110万, 3室2厅2卫 ,144平米, 7639元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204820543.html
 万科观承高层, 北碚 , 蔡家 ,290万, 4室2厅2卫 ,149平米, 19463元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204203773.html
 象屿两江御府, 渝北 , 照母山 ,315万, 5室3厅4卫 ,171.3平米, 18389元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203840445.html
 渝高星洲, 北碚 , 蔡家 ,209万, 4室2厅3卫 ,172.56平米, 12112元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204575237.html
 重庆金茂墅, 渝北 , 中央公园 ,242万, 3室2厅2卫 ,148.61平米, 16284元/平米 ,暂无,低层,毛坯,https://cq.esf.fang.com/chushou/10_204894561.html
 万科城哲园, 渝北 , 照母山 ,420万, 5室2厅4卫 ,267.32平米, 15712元/平米 ,西, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204894586.html
 约克郡汀兰, 渝北 , 照母山 ,215万, 3室2厅2卫 ,108.53平米, 19810元/平米 ,东南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204791320.html
 润府, 渝北 , 空港新城 ,290万, 4室2厅2卫 ,143平米, 20280元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204797882.html
 恒大翡翠湾, 北碚 , 蔡家 ,105万, 3室2厅3卫 ,133平米, 7895元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203882405.html
 春风绿苑, 南岸 , 回龙湾 ,118万, 4室2厅2卫 ,180.52平米, 6537元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204888287.html
 重庆·融创壹号院, 渝北 , 大竹林 ,433万, 4室2厅2卫 ,167.37平米, 25871元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204784990.html
 庆隆南山高尔夫柏翠庄, 南岸 , 茶园新区 ,598万, 6室3厅5卫 ,524平米, 11412元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203883312.html
 汇祥林里3000, 渝北 , 空港新城 ,130万, 3室2厅2卫 ,102.5平米, 12683元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204794080.html
 协信星都会, 渝北 , 照母山 ,139万, 4室2厅2卫 ,85.39平米, 16278元/平米 ,东南,高层,精装修,https://cq.esf.fang.com/chushou/3_204900019.html
 龙湖昱湖壹号观云, 渝北 , 礼嘉 ,180万, 3室2厅2卫 ,124平米, 14516元/平米 ,东,高层,毛坯,https://cq.esf.fang.com/chushou/3_204858932.html
 中粮中央公园祥云, 渝北 , 中央公园 ,276万, 4室2厅2卫 ,155.47平米, 17753元/平米 ,北,低层,精装修,https://cq.esf.fang.com/chushou/3_204906745.html
 中渝山顶道国宾城, 渝北 , 加州新牌坊 ,215万, 3室2厅2卫 ,145.77平米, 14749元/平米 ,东西,高层,精装修,https://cq.esf.fang.com/chushou/3_204827049.html
 中国铁建西派城, 江北 , 海尔路 ,399万, 4室2厅3卫 ,215平米, 18558元/平米 ,西北,低层,精装修,https://cq.esf.fang.com/chushou/3_204854469.html
 柏翠庄, 南岸 , 茶园新区 ,468万, 5室3厅6卫 ,395.15平米, 11844元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204721436.html
 万科翡翠公园, 渝北 , 中央公园 ,304万, 4室2厅2卫 ,177.97平米, 17082元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204908002.html
 庆隆南山高尔夫国际社区钻石岛, 南岸 , 茶园新区 ,216万, 4室3厅4卫 ,237.9平米, 9079元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204851922.html
 万友康年国际公寓, 渝中 , 黄沙溪 ,108万, 3室2厅1卫 ,102平米, 10588元/平米 ,南,高层,简装修,https://cq.esf.fang.com/chushou/3_204900299.html
 约克郡汀兰, 渝北 , 照母山 ,245万, 4室2厅2卫 ,133.62平米, 18336元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204847002.html
 金科绿韵康城, 九龙坡 , 巴国城 ,100万, 4室2厅2卫 ,136.15平米, 7345元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204820532.html
 金辉御江府, 南岸 , 铜元局 ,156万, 3室2厅2卫 ,108.42平米, 14388元/平米 ,西,中层,精装修,https://cq.esf.fang.com/chushou/3_204859246.html
 约克郡翠微堤, 渝北 , 照母山 ,500万, 5室2厅2卫 ,321平米, 15576元/平米 ,东, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_203891668.html
 龙湖两江新宸森屿, 渝北 , 礼嘉 ,128万, 3室2厅1卫 ,88.49平米, 14465元/平米 ,北,低层,精装修,https://cq.esf.fang.com/chushou/3_204915829.html
