小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 春江彼岸, 滨江 , 滨盛 ,778万, 4室2厅2卫 ,138.85平米, 56032元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265028744.html
 武林桥河下, 拱墅 , 武林 ,235万, 2室1厅1卫 ,48.99平米, 47969元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264481332.html
 北景园芳洲苑, 拱墅 , 石桥 ,245万, 3室2厅1卫 ,89.97平米, 27231元/平米 ,南北, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_264508408.html
 清远里, 拱墅 , 孩儿巷 ,317万, 3室1厅1卫 ,72.82平米, 43532元/平米 ,东南,顶层,简装修,https://hz.esf.fang.com/chushou/3_264481492.html
 绿城桂冠东方, 萧山 , 钱江世纪城 ,950万, 4室2厅3卫 ,178.66平米, 53174元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264714187.html
 绿洲花园, 拱墅 , 施家桥 ,600万, 3室2厅2卫 ,138.77平米, 43237元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264471760.html
 中央花城, 滨江 , 西兴 ,251万, 1室1厅1卫 ,44.09平米, 56929元/平米 ,北,中层,精装修,https://hz.esf.fang.com/chushou/3_264819869.html
 塘河北村, 拱墅 , 塘河 ,150万, 2室1厅1卫 ,72.97平米, 20556元/平米 ,南, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_265029794.html
 青园小区, 拱墅 , 朝晖 ,265万, 2室2厅1卫 ,84.67平米, 31298元/平米 ,西, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_265043522.html
 铭和苑新荷坊, 钱塘 , 金沙湖 ,180万, 2室2厅1卫 ,84.12平米, 21398元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264997899.html
 商教苑, 上城 , 四季青 ,272万, 3室1厅1卫 ,65.88平米, 41287元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264900990.html
 欣龙华府, 余杭 , 老余杭 ,152万, 3室2厅1卫 ,89.24平米, 17033元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265018127.html
 钱江三苑, 上城 , 钱江新城 ,330万, 1室1厅1卫 ,50.48平米, 65372元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264711071.html
 采荷路35号, 上城 , 采荷 ,330万, 2室1厅1卫 ,64.92平米, 50832元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264871770.html
 时代滨江翡翠之星, 萧山 , 开发区 ,660万, 4室2厅2卫 ,124.81平米, 52880元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265036321.html
 碧桂园东旭府, 萧山 , 义桥 ,208万, 3室2厅1卫 ,79.95平米, 26016元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264507758.html
 九曲营小区, 临平 , 东湖 ,110万, 2室2厅1卫 ,84.89平米, 12958元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_265023363.html
 凯瑞金座公寓, 滨江 , 滨盛 ,90万, 1室1厅1卫 ,44.12平米, 20399元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_265029207.html
 现代景苑, 拱墅 , 德胜 ,335万, 2室2厅1卫 ,88.37平米, 37909元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264685297.html
 景丽华庭, 临平 , 塘栖 ,100万, 2室2厅1卫 ,81.72平米, 12237元/平米 ,南北, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_265023454.html
 滨江金茂府别墅, 滨江 , 滨盛 ,1780万, 4室2厅3卫 ,186.56平米, 95412元/平米 ,南,低层,豪华装修,https://hz.esf.fang.com/chushou/10_265029025.html
 西城年华, 西湖 , 文新 ,1020万, 4室2厅2卫 ,163.05平米, 62557元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264518187.html
 海潮御品公寓, 上城 , 望江 ,1800万, 4室2厅3卫 ,169.33平米, 106301元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264493388.html
 云章映月华庭, 萧山 , 开发区 ,299万, 3室2厅2卫 ,89.91平米, 33255元/平米 ,南北, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_265018258.html
 茶厂宿舍, 上城 , 采荷 ,208万, 2室0厅1卫 ,45.82平米, 45395元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_264996158.html
 荣安翡翠半岛, 临平 , 崇贤 ,205万, 3室2厅2卫 ,89.94平米, 22793元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265022763.html
 保亿绿城奥邸国际, 萧山 , 钱江世纪城 ,338万, 3室2厅2卫 ,48.34平米, 69921元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264987809.html
 御滨府, 滨江 , 西兴 ,558万, 3室2厅2卫 ,101.76平米, 54835元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264998453.html
 绿洲花园, 拱墅 , 施家桥 ,580万, 3室2厅2卫 ,125.35平米, 46270元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264692687.html
 新天地金色时光, 上城 , 彭埠 ,510万, 4室2厅2卫 ,130.46平米, 39092元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264649388.html
 方汇花苑, 余杭 , 老余杭 ,197万, 3室2厅2卫 ,144.94平米, 13592元/平米 ,南,高层,毛坯,https://hz.esf.fang.com/chushou/3_265046021.html
 绿洲花园, 拱墅 , 施家桥 ,770万, 3室2厅2卫 ,150.02平米, 51326元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264692684.html
 东岸嘉园, 钱塘 , 金沙湖 ,130万, 2室1厅1卫 ,58.39平米, 22264元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_264482031.html
 电信巷, 拱墅 , 德胜 ,165万, 2室2厅1卫 ,70.47平米, 23414元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264918717.html
 春江彼岸, 滨江 , 滨盛 ,828万, 3室2厅2卫 ,138.52平米, 59775元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265029012.html
 蓝郡华庭, 余杭 , 良渚 ,300万, 3室2厅1卫 ,98.7平米, 30395元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_265029643.html
 中央花城, 滨江 , 西兴 ,600万, 4室1厅2卫 ,133.92平米, 44803元/平米 ,南北,低层,简装修,https://hz.esf.fang.com/chushou/3_264998439.html
 翡翠城凌霄苑, 余杭 , 闲林 ,480万, 4室2厅2卫 ,173.84平米, 27612元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264940267.html
 未尚名府, 余杭 , 未来科技城 ,345万, 3室2厅1卫 ,88.71平米, 38891元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264534172.html
 中央花城, 滨江 , 西兴 ,620万, 3室2厅1卫 ,134.84平米, 45980元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264820005.html
 同城印象花苑北区, 余杭 , 老余杭 ,180万, 2室2厅1卫 ,87.29平米, 20621元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265046020.html
 居安坊, 上城 , 四季青 ,295万, 3室2厅1卫 ,77.93平米, 37854元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264900899.html
 中兴花园百合苑, 滨江 , 滨盛 ,725万, 4室3厅2卫 ,112.96平米, 64182元/平米 ,南北,顶层,精装修,https://hz.esf.fang.com/chushou/3_264507600.html
 清水湾山水苑, 余杭 , 中泰 ,135万, 2室2厅1卫 ,77.76平米, 17361元/平米 ,南, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_264957364.html
 馨华园南湖天下, 余杭 , 老余杭 ,800万, 4室2厅3卫 ,140.96平米, 56754元/平米 ,南, 底层 ,毛坯,https://hz.esf.fang.com/chushou/3_265014433.html
 融创时代奥城, 萧山 , 钱江世纪城 ,940万, 4室2厅2卫 ,138.58平米, 67831元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264946114.html
 金隅田员外, 拱墅 , 半山 ,182万, 2室2厅1卫 ,88.89平米, 20475元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265022060.html
 时代未来之城, 余杭 , 未来科技城 ,350万, 3室2厅2卫 ,116.85平米, 29953元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265024188.html
 金雅苑, 上城 , 九堡 ,230万, 3室2厅1卫 ,88.26平米, 26059元/平米 ,南,顶层,简装修,https://hz.esf.fang.com/chushou/3_264000895.html
 朝晖黎明园, 拱墅 , 朝晖 ,110万, 1室1厅1卫 ,37.46平米, 29365元/平米 ,南,顶层,简装修,https://hz.esf.fang.com/chushou/3_265031304.html
 中和北宸府, 临平 , 崇贤 ,248万, 4室2厅2卫 ,128.01平米, 19373元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_265022473.html
 钱江水晶澜轩, 滨江 , 滨盛 ,800万, 5室3厅5卫 ,88.93平米, 89958元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265036646.html
 绿城桂冠东方, 萧山 , 钱江世纪城 ,690万, 3室2厅2卫 ,131.69平米, 52396元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265022531.html
 青枫墅园, 余杭 , 闲林 ,600万, 4室2厅3卫 ,148.96平米, 40279元/平米 ,南北,中层,简装修,https://hz.esf.fang.com/chushou/3_264466605.html
 清怡花苑, 上城 , 复兴 ,450万, 3室2厅1卫 ,107.73平米, 41771元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264481919.html
 杭樾润府, 拱墅 , 和睦 ,606万, 3室2厅2卫 ,114.83平米, 52774元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264692573.html
 滨江东原拥翠府, 萧山 , 开发区 ,480万, 4室2厅2卫 ,124.76平米, 38474元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264751402.html
 钱塘春晓花园, 滨江 , 西兴 ,640万, 4室2厅2卫 ,143.36平米, 44643元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264998532.html
 贺田尚城, 滨江 , 浦沿 ,780万, 4室2厅2卫 ,141.04平米, 55303元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264950893.html
 金都雅苑, 余杭 , 闲林 ,438万, 4室2厅3卫 ,208.22平米, 21035元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264480093.html
 雅戈尔御西湖, 西湖 , 翠苑 ,810万, 2室2厅1卫 ,87.07平米, 93029元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265035166.html
 东润枫华, 上城 , 景芳 ,605万, 3室2厅2卫 ,116.81平米, 51794元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264872217.html
 绿城桂语钱塘, 杭州周边 , 大学城北 ,200万, 3室2厅2卫 ,105.9平米, 18886元/平米 ,南,高层,毛坯,https://hz.esf.fang.com/chushou/3_264778329.html
 东新关, 拱墅 , 朝晖 ,430万, 3室2厅1卫 ,87.42平米, 49188元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265031281.html
 林之语嘉园, 萧山 , 宁围 ,178万, 3室2厅1卫 ,90.07平米, 19762元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/10_264751386.html
 风雅钱塘世纪花园, 滨江 , 长河 ,710万, 3室2厅2卫 ,167.11平米, 42487元/平米 ,南北,高层,简装修,https://hz.esf.fang.com/chushou/3_264998729.html
 绿都金科和宁文华府, 拱墅 , 万达 ,441万, 3室2厅2卫 ,106.33平米, 41475元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264956878.html
 风景蝶院, 滨江 , 长河 ,288万, 2室2厅1卫 ,87.47平米, 32926元/平米 ,南北,高层,简装修,https://hz.esf.fang.com/chushou/3_264493738.html
 环西新村, 拱墅 , 武林 ,200万, 1室0厅1卫 ,30.83平米, 64872元/平米 ,东北, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_264481335.html
 晓月映翠, 滨江 , 长河 ,1030万, 4室2厅3卫 ,173.81平米, 59260元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265025565.html
 绿地旭辉城, 滨江 , 滨盛 ,480万, 3室2厅1卫 ,87.54平米, 54832元/平米 ,南北,中层,精装修,https://hz.esf.fang.com/chushou/3_265047833.html
 南都江滨花园, 滨江 , 浦沿 ,800万, 5室2厅4卫 ,227.72平米, 35131元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264527711.html
 三塘菊园, 拱墅 , 三塘 ,285万, 2室2厅1卫 ,86平米, 33140元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264823193.html
 东方郡公寓, 滨江 , 西兴 ,400万, 2室2厅1卫 ,88.89平米, 44999元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264820036.html
 运新花苑一区, 上城 , 三堡 ,980万, 3室2厅2卫 ,146.35平米, 66963元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264714129.html
 西西湖, 余杭 , 老余杭 ,230万, 3室2厅2卫 ,113.95平米, 20184元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264298426.html
 保利滨江上品, 上城 , 紫阳 ,2250万, 5室2厅3卫 ,189.59平米, 118677元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264999279.html
 融信公馆ARC, 拱墅 , 申花 ,1490万, 3室2厅3卫 ,175.28平米, 85007元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264578245.html
 国都公寓, 拱墅 , 孩儿巷 ,190万, 2室1厅1卫 ,53.02平米, 35836元/平米 ,东,低层,精装修,https://hz.esf.fang.com/chushou/3_264799883.html
 十亩田家园, 上城 , 复兴 ,196万, 2室1厅1卫 ,61.77平米, 31731元/平米 ,南北,顶层,精装修,https://hz.esf.fang.com/chushou/3_264481913.html
 和雅轩, 萧山 , 宁围 ,678万, 5室2厅3卫 ,177.35平米, 38229元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265047453.html
 杭樾润府, 拱墅 , 和睦 ,705万, 4室2厅2卫 ,139.31平米, 50607元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264965735.html
 万家星城, 拱墅 , 东新 ,316万, 2室2厅1卫 ,78.71平米, 40147元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264932380.html
 金成英特学府, 余杭 , 闲林 ,189万, 3室2厅2卫 ,89.4平米, 21141元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264914598.html
 锦润公寓, 上城 , 彭埠 ,320万, 3室2厅1卫 ,89.52平米, 35746元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_265029788.html
 名城燕园, 拱墅 , 和睦 ,330万, 3室2厅1卫 ,88.76平米, 37179元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_265031897.html
 晓庐, 上城 , 钱江新城 ,1288万, 3室2厅2卫 ,135.83平米, 94824元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265022880.html
 京都苑, 拱墅 , 施家桥 ,245万, 3室1厅1卫 ,68.57平米, 35730元/平米 ,南北,高层,简装修,https://hz.esf.fang.com/chushou/3_264911768.html
 大关西七苑, 拱墅 , 大关 ,163万, 2室1厅1卫 ,58.36平米, 27930元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_265026943.html
 凯瑞金座公寓, 滨江 , 滨盛 ,90万, 1室1厅1卫 ,44.12平米, 20399元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_265029207.html
 日耀之城, 萧山 , 钱江世纪城 ,670万, 4室2厅2卫 ,126.91平米, 52793元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264834508.html
 绿城杨柳郡四区, 上城 , 艮北新城 ,528万, 3室2厅1卫 ,106.11平米, 49760元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265024805.html
 塘河南村, 拱墅 , 塘河 ,180万, 2室1厅1卫 ,54.74平米, 32883元/平米 ,南北,中层,简装修,https://hz.esf.fang.com/chushou/3_265026461.html
 绿城晓风印月, 滨江 , 西兴 ,2198万, 5室2厅3卫 ,216.88平米, 101346元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265026105.html
 新塘家园东区, 上城 , 景芳 ,425万, 3室1厅2卫 ,125.88平米, 33762元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_265029667.html
 盛世钱塘, 上城 , 钱江新城 ,900万, 3室2厅2卫 ,147.31平米, 61096元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264711160.html
 泰地北上新城, 拱墅 , 石桥 ,76万, 2室1厅1卫 ,56.98平米, 13338元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264508444.html
 古荡新村东区, 西湖 , 古荡 ,160万, 2室1厅1卫 ,51.32平米, 31177元/平米 ,南,低层,豪华装修,https://hz.esf.fang.com/chushou/3_265017181.html
 金隅中铁诺德都会森林, 上城 , 景芳 ,850万, 3室2厅2卫 ,124.56平米, 68240元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264642859.html
 保利中央公馆, 上城 , 景芳 ,600万, 3室2厅1卫 ,114.44平米, 52429元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265022721.html
 金岸提香, 余杭 , 中泰 ,178万, 2室2厅2卫 ,89.01平米, 19998元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264957389.html
 德胜东村, 拱墅 , 德胜 ,170万, 2室1厅1卫 ,56.77平米, 29945元/平米 ,南, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_264652383.html
 绿洲花园, 拱墅 , 施家桥 ,615万, 3室2厅2卫 ,149.45平米, 41151元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264692665.html
 好学府, 上城 , 紫阳 ,1400万, 4室2厅2卫 ,149.07平米, 93916元/平米 ,南,中层,豪华装修,https://hz.esf.fang.com/chushou/3_264739135.html
 金成英特学府, 余杭 , 闲林 ,270万, 3室2厅2卫 ,123.8平米, 21809元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264829897.html
 玲珑府, 滨江 , 西兴 ,100万, 3室1厅2卫 ,48.09平米, 20794元/平米 ,东,低层,精装修,https://hz.esf.fang.com/chushou/3_264820246.html
 紫金文苑, 西湖 , 文新 ,680万, 3室2厅2卫 ,146.27平米, 46489元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264519563.html
 东新园望景苑, 拱墅 , 东新 ,350万, 3室1厅1卫 ,107.49平米, 32561元/平米 ,南,低层,毛坯,https://hz.esf.fang.com/chushou/3_264820987.html
 奇景家苑别墅, 萧山 , 义桥 ,179万, 3室2厅1卫 ,89.67平米, 19962元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/10_264508674.html
 晓庐, 上城 , 钱江新城 ,800万, 3室2厅1卫 ,112.1平米, 71365元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264643174.html
 杭州壹号院二期, 滨江 , 滨盛 ,1888万, 4室2厅3卫 ,181.61平米, 103959元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264984928.html
 董家弄, 拱墅 , 塘河 ,95万, 1室1厅1卫 ,32.9平米, 28875元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264954533.html
 滨江锦尚和品府, 拱墅 , 德胜 ,710万, 3室2厅2卫 ,112.07平米, 63353元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_264866164.html
 东方润园, 上城 , 钱江新城 ,2650万, 6室2厅4卫 ,265.19平米, 99928元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265022831.html
 合景映月台, 余杭 , 未来科技城 ,990万, 5室2厅4卫 ,160.92平米, 61521元/平米 ,东, 底层 ,简装修,https://hz.esf.fang.com/chushou/3_265000332.html
 保利中央公馆, 上城 , 景芳 ,780万, 4室4厅3卫 ,114.16平米, 68325元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_265022750.html
 中南白马湖壹号, 滨江 , 长河 ,480万, 3室2厅2卫 ,89.28平米, 53763元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264774451.html
 杭州壹号院二期, 滨江 , 滨盛 ,3189万, 5室2厅3卫 ,266.96平米, 119456元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264984906.html
 倾城之恋, 滨江 , 长河 ,580万, 3室2厅2卫 ,142.68平米, 40650元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264998655.html
 春江彼岸, 滨江 , 滨盛 ,1400万, 4室2厅3卫 ,197.42平米, 70915元/平米 ,西南,中层,精装修,https://hz.esf.fang.com/chushou/3_264774400.html
 金隅中铁诺德都会森林, 上城 , 景芳 ,1200万, 4室2厅2卫 ,167.38平米, 71693元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264872265.html
 新城澜颂奥府, 萧山 , 开发区 ,430万, 5室1厅4卫 ,115.73平米, 37155元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264503300.html
 婺江家园二园, 上城 , 近江 ,390万, 2室2厅1卫 ,93.38平米, 41765元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_264927979.html
 水晶湾, 滨江 , 西兴 ,218万, 3室1厅1卫 ,75.92平米, 28714元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_264978258.html
 澄之华庭东区, 萧山 , 钱江世纪城 ,1410万, 5室2厅3卫 ,169.46平米, 83205元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265019675.html
 星汇荣邸, 滨江 , 浦沿 ,340万, 3室2厅1卫 ,87.16平米, 39009元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265031621.html
 绿城杨柳郡四区, 上城 , 艮北新城 ,528万, 3室2厅1卫 ,106.11平米, 49760元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265025280.html
 柠檬郡家园, 钱塘 , 金沙湖 ,200万, 2室2厅1卫 ,68.35平米, 29261元/平米 ,南北,高层,精装修,https://hz.esf.fang.com/chushou/3_264778075.html
 万科大家世纪之光, 萧山 , 钱江世纪城 ,560万, 4室2厅1卫 ,124.88平米, 44843元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265002912.html
 采荷一区, 上城 , 采荷 ,190万, 2室0厅1卫 ,32.68平米, 58140元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_265034565.html
 倾城之恋, 滨江 , 长河 ,430万, 2室2厅1卫 ,110.17平米, 39031元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265040050.html
 龙湖滨康天曜城, 滨江 , 西兴 ,598万, 3室2厅2卫 ,111.21平米, 53772元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264820369.html
 金色家园, 上城 , 紫阳 ,1088万, 3室2厅2卫 ,158.58平米, 68609元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264589846.html
 奎垣巷, 上城 , 湖滨 ,249万, 3室1厅1卫 ,58.84平米, 42318元/平米 ,东西,低层,简装修,https://hz.esf.fang.com/chushou/3_264481283.html
 月咏新辰轩, 余杭 , 老余杭 ,459万, 4室2厅2卫 ,129.48平米, 35449元/平米 ,南,中层,精装修,https://hz.esf.fang.com/chushou/3_265046011.html
 绿城留香园, 上城 , 三堡 ,1000万, 3室2厅2卫 ,123.6平米, 80906元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_265035688.html
 海潮御品公寓, 上城 , 望江 ,1100万, 3室2厅2卫 ,118.95平米, 92476元/平米 ,南,中层,豪华装修,https://hz.esf.fang.com/chushou/3_264679535.html
 滨江锦尚和品府, 拱墅 , 德胜 ,780万, 4室2厅2卫 ,139.52平米, 55906元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264692515.html
 建电新村, 上城 , 采荷 ,200万, 1室1厅1卫 ,47.95平米, 41710元/平米 ,南,中层,简装修,https://hz.esf.fang.com/chushou/3_265034655.html
 爵士风情, 余杭 , 闲林 ,165万, 4室2厅3卫 ,118.62平米, 13910元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264478953.html
 国都公寓, 拱墅 , 孩儿巷 ,335万, 2室1厅1卫 ,84.19平米, 39791元/平米 ,东,低层,精装修,https://hz.esf.fang.com/chushou/3_264481498.html
 恒和依山郡, 余杭 , 径山 ,150万, 3室2厅1卫 ,87.19平米, 17204元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_264957315.html
 漾河人家, 拱墅 , 东新 ,242万, 2室1厅1卫 ,65.36平米, 37026元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264508363.html
 滨江保利翡翠海岸, 上城 , 近江 ,1250万, 4室2厅2卫 ,134.25平米, 93110元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264664771.html
 翠苑五区, 西湖 , 翠苑 ,160万, 2室2厅1卫 ,57.05平米, 28046元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_265017235.html
 滨江新希望新城未来海岸, 钱塘 , 大江东 ,166万, 3室2厅2卫 ,93.38平米, 17777元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_264768403.html
 凯旋新村, 上城 , 采荷 ,298万, 2室1厅1卫 ,59.15平米, 50380元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_265034419.html
 翠苑一区, 西湖 , 翠苑 ,160万, 2室2厅1卫 ,49.15平米, 32553元/平米 ,南,顶层,精装修,https://hz.esf.fang.com/chushou/3_265016949.html
 现代雅苑, 拱墅 , 德胜 ,420万, 2室2厅1卫 ,89.42平米, 46969元/平米 ,南,高层,简装修,https://hz.esf.fang.com/chushou/3_265020360.html
 东方郡公寓, 滨江 , 西兴 ,550万, 3室2厅1卫 ,88.61平米, 62070元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264998302.html
 富力西溪悦居, 余杭 , 未来科技城 ,618万, 4室2厅2卫 ,136.74平米, 45195元/平米 ,南,低层,精装修,https://hz.esf.fang.com/chushou/3_264958836.html
 丰东花苑, 萧山 , 钱江世纪城 ,380万, 4室2厅2卫 ,145.01平米, 26205元/平米 ,南北,低层,精装修,https://hz.esf.fang.com/chushou/3_265032037.html
 天庐苑, 上城 , 彭埠 ,305万, 3室2厅2卫 ,130.78平米, 23322元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_264649380.html
 仁滨公寓, 上城 , 紫阳 ,2270万, 4室2厅4卫 ,189.33平米, 119896元/平米 ,南,中层,毛坯,https://hz.esf.fang.com/chushou/3_264655436.html
 晓庐, 上城 , 钱江新城 ,776万, 2室2厅2卫 ,136.86平米, 56700元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265034045.html
 丰北三苑, 萧山 , 钱江世纪城 ,275万, 3室1厅1卫 ,100.57平米, 27344元/平米 ,南,低层,简装修,https://hz.esf.fang.com/chushou/3_265030875.html
 郁金香岸, 萧山 , 闻堰 ,1560万, 4室2厅3卫 ,231.34平米, 67433元/平米 ,南, 底层 ,精装修,https://hz.esf.fang.com/chushou/3_264479409.html
 龙湖滨康天曜城, 滨江 , 西兴 ,810万, 4室2厅2卫 ,139.92平米, 57890元/平米 ,南,高层,精装修,https://hz.esf.fang.com/chushou/3_265040132.html
