小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 新德佳苑, 浦东 , 川沙 ,405万, 3室2厅1卫 ,99.65平米, 40642元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429589658.html
 万科翡翠雅宾利, 静安 , 西藏北路 ,2200万, 4室2厅3卫 ,224.11平米, 98166元/平米 ,南北,高层,豪华装修,https://sh.esf.fang.com/chushou/3_426717273.html
 同济融创玫瑰公馆, 闵行 , 古美 ,1250万, 3室2厅1卫 ,96平米, 130208元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429467335.html
 心圆西苑, 浦东 , 川沙 ,340万, 2室2厅1卫 ,78.23平米, 43462元/平米 ,南北,低层,简装修,https://sh.esf.fang.com/chushou/3_429050033.html
 瑞虹新城铭庭, 虹口 , 临平路 ,1062万, 2室2厅1卫 ,89.61平米, 118514元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429511703.html
 大爱城 , 上海周边 , 其他 ,71万, 3室2厅1卫 ,95平米, 7474元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_428491979.html
 尚汇豪庭, 徐汇 , 田林 ,1300万, 4室2厅2卫 ,158平米, 82278元/平米 ,南,高层,豪华装修,https://sh.esf.fang.com/chushou/3_428431499.html
 九庐, 浦东 , 梅园 ,3468万, 3室2厅2卫 ,182.04平米, 190508元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429643389.html
 保利天鹅语, 嘉定 , 嘉定新城 ,520万, 3室2厅1卫 ,119.51平米, 43511元/平米 ,北,高层,毛坯,https://sh.esf.fang.com/chushou/3_429684234.html
 东源名都, 浦东 , 高行 ,278万, 1室1厅1卫 ,55.81平米, 49812元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428760904.html
 天禧嘉苑, 嘉定 , 江桥 ,258万, 2室2厅1卫 ,84.22平米, 30634元/平米 ,南北,高层,简装修,https://sh.esf.fang.com/chushou/3_425435747.html
 紫翠新行苑, 浦东 , 高行 ,240万, 2室1厅1卫 ,61.96平米, 38735元/平米 ,南, 底层 ,毛坯,https://sh.esf.fang.com/chushou/3_429719373.html
 春申景城一期, 闵行 , 春申 ,649万, 2室2厅1卫 ,80.15平米, 80973元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429680812.html
 浦江华侨城别墅, 闵行 , 浦江 ,1350万, 4室2厅2卫 ,169平米, 79882元/平米 ,南, 底层 ,精装修,https://sh.esf.fang.com/chushou/10_426165524.html
 蔷薇二村, 闵行 , 春申 ,205万, 1室1厅1卫 ,44.29平米, 46286元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429709965.html
 陆家嘴锦绣前城, 浦东 , 北蔡 ,1200万, 3室2厅2卫 ,122.26平米, 98151元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429540261.html
 大华清水湾花园三期华府樟园, 普陀 , 武宁 ,1850万, 3室2厅2卫 ,247平米, 74899元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429101640.html
 宜达新居, 青浦 , 青浦城区 ,220万, 2室2厅1卫 ,78.36平米, 28076元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429693449.html
 船舶新村, 浦东 , 金桥 ,135万, 1室0厅1卫 ,33.38平米, 40443元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429588717.html
 城市经典四期高迪, 浦东 , 张江 ,1300万, 3室3厅2卫 ,174.36平米, 74558元/平米 ,南北, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429688709.html
 港机新村, 浦东 , 南码头 ,246万, 2室1厅1卫 ,46.72平米, 52654元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429683923.html
 瑞虹新城璟庭, 虹口 , 临平路 ,899万, 1室1厅1卫 ,69.42平米, 129502元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429512119.html
 桐柏园, 普陀 , 曹杨 ,170万, 1室1厅1卫 ,32.13平米, 52910元/平米 ,南北, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429479039.html
 阳光新景, 徐汇 , 华东理工 ,850万, 2室2厅2卫 ,108.73平米, 78175元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429647620.html
 阳光威尼斯三期, 普陀 , 真光 ,458万, 2室2厅1卫 ,102.53平米, 44670元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429445861.html
 瑞和华苑北区, 闵行 , 浦江 ,308万, 4室2厅1卫 ,96.79平米, 31821元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429165437.html
 星河世纪城, 普陀 , 真如 ,800万, 3室2厅2卫 ,138.7平米, 57678元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429637474.html
 风荷苑, 普陀 , 长风 ,315万, 2室1厅1卫 ,47.49平米, 66330元/平米 ,南北,顶层,简装修,https://sh.esf.fang.com/chushou/3_429631601.html
 文汇小区, 浦东 , 北蔡 ,185万, 1室1厅1卫 ,42.09平米, 43953元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429398823.html
 金桥爱建园, 浦东 , 碧云 ,939.97万, 3室2厅2卫 ,122.6平米, 76670元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429442754.html
 麦克花园, 徐汇 , 龙华 ,758万, 3室2厅2卫 ,134.52平米, 56348元/平米 ,南北,中层,豪华装修,https://sh.esf.fang.com/chushou/3_423226381.html
 宝华源墅, 闵行 , 浦江 ,1850万, 5室2厅5卫 ,179.52平米, 103053元/平米 ,南, 底层 ,精装修,https://sh.esf.fang.com/chushou/10_426959169.html
 绿地新江桥城东区, 嘉定 , 江桥 ,285万, 2室2厅1卫 ,77.36平米, 36841元/平米 ,南北,高层,豪华装修,https://sh.esf.fang.com/chushou/3_427833535.html
 金桥酒店公寓, 浦东 , 碧云 ,406万, 1室1厅1卫 ,62平米, 65484元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429261134.html
 大华颐和华城, 普陀 , 万里 ,680万, 2室1厅1卫 ,93.51平米, 72719元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429181767.html
 浦江东旭公寓, 浦东 , 高行 ,465万, 3室1厅1卫 ,95.99平米, 48443元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_428749425.html
 南新四村, 浦东 , 北蔡 ,215万, 2室1厅1卫 ,54平米, 39815元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_426436709.html
 星河世纪城, 普陀 , 真如 ,850万, 3室2厅1卫 ,138.86平米, 61213元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429637478.html
 金鹤新城水岸秀苑, 嘉定 , 江桥 ,240万, 2室2厅1卫 ,73.94平米, 32459元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_425367108.html
 江南山水, 浦东 , 金桥 ,690万, 2室2厅1卫 ,93.56平米, 73749元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428750157.html
 阳光威尼斯, 普陀 , 真光 ,478万, 2室2厅1卫 ,97.64平米, 48955元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429597729.html
 瑞虹新城璟庭, 虹口 , 临平路 ,1780万, 3室2厅2卫 ,148.01平米, 120262元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429512266.html
 爱建园, 徐汇 , 田林 ,1280万, 3室2厅2卫 ,149平米, 85906元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429232868.html
 银泰苑, 闵行 , 春申 ,499万, 2室2厅2卫 ,111.52平米, 44745元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429709973.html
 栖山家园, 浦东 , 金杨 ,695万, 2室2厅1卫 ,75.37平米, 92212元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429134033.html
 古北新城, 闵行 , 金虹桥 ,965万, 3室2厅2卫 ,153.89平米, 62707元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_425598563.html
 书香名第黎金苑, 普陀 , 长风 ,548万, 2室2厅1卫 ,97.56平米, 56171元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_429291405.html
 万源城御璄, 闵行 , 古美 ,2450万, 4室2厅3卫 ,229.31平米, 106842元/平米 ,南,低层,豪华装修,https://sh.esf.fang.com/chushou/3_429563805.html
 东绣苑, 浦东 , 川沙 ,310万, 2室1厅1卫 ,74平米, 41892元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429609394.html
 华邦佳苑, 浦东 , 川沙 ,400万, 3室2厅2卫 ,125.27平米, 31931元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429589667.html
 碧云新天地二期, 浦东 , 金桥 ,1100万, 4室2厅2卫 ,138.87平米, 79211元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_428762577.html
 瑞虹新城璟庭, 虹口 , 临平路 ,899万, 1室1厅1卫 ,69.42平米, 129502元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429512119.html
 大华愉景华庭, 普陀 , 万里 ,1500万, 5室2厅3卫 ,197.34平米, 76011元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_429622689.html
 瑞虹新城悦庭, 虹口 , 临平路 ,2118万, 3室2厅2卫 ,171.93平米, 123190元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429512651.html
 绿地世纪城二期, 普陀 , 武宁 ,895万, 3室2厅2卫 ,126平米, 71032元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_429127479.html
 瑞虹新城天悦郡庭, 虹口 , 临平路 ,1560万, 2室2厅2卫 ,102.35平米, 152418元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429511882.html
 金鹤新城金霞苑, 嘉定 , 江桥 ,298万, 2室2厅1卫 ,72.6平米, 41047元/平米 ,南, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_428138636.html
 田林十三村, 徐汇 , 田林 ,330万, 2室1厅1卫 ,47.67平米, 69226元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429145592.html
 平阳绿家园, 闵行 , 古美 ,780万, 3室1厅2卫 ,115.68平米, 67427元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_426862994.html
 瑞虹新城怡庭, 虹口 , 临平路 ,2050万, 3室2厅2卫 ,152.49平米, 134435元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429512063.html
 盛大花园, 徐汇 , 龙华 ,2490万, 3室2厅2卫 ,239.44平米, 103993元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_426326380.html
 金沙江小区, 普陀 , 长风 ,495万, 2室2厅1卫 ,92.15平米, 53717元/平米 ,南北,顶层,简装修,https://sh.esf.fang.com/chushou/3_429479215.html
 森兰名轩二期, 浦东 , 高行 ,1250万, 4室2厅2卫 ,147.01平米, 85028元/平米 ,南北,高层,简装修,https://sh.esf.fang.com/chushou/3_429558550.html
 万科翡翠雅宾利, 静安 , 西藏北路 ,2200万, 4室2厅3卫 ,224.11平米, 98166元/平米 ,南北,高层,豪华装修,https://sh.esf.fang.com/chushou/3_426717273.html
 绿地新江桥城东区, 嘉定 , 江桥 ,275万, 2室2厅1卫 ,76.04平米, 36165元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_427833888.html
 旭辉江山都会, 闵行 , 浦江 ,380万, 3室2厅1卫 ,90平米, 42222元/平米 ,南,中层,豪华装修,https://sh.esf.fang.com/chushou/3_429165540.html
 东源名都, 浦东 , 高行 ,278万, 1室1厅1卫 ,55.81平米, 49812元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_428760904.html
 金桥酒店公寓, 浦东 , 碧云 ,413万, 1室1厅1卫 ,65.01平米, 63529元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_428750456.html
 东方曼哈顿, 徐汇 , 徐家汇 ,1120万, 1室2厅1卫 ,74.18平米, 150984元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_426754175.html
 东兰世茗雅苑, 闵行 , 古美 ,800万, 3室2厅2卫 ,111.05平米, 72040元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_426509778.html
 佳洲欣苑, 浦东 , 川沙 ,499万, 2室2厅1卫 ,99.75平米, 50025元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429589677.html
 兰花大楼, 普陀 , 曹杨 ,530万, 2室1厅1卫 ,78.6平米, 67430元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_429713923.html
 上海豪园, 普陀 , 长征 ,665万, 2室2厅1卫 ,90.55平米, 73440元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429630960.html
 仁恒森兰雅苑, 浦东 , 高行 ,1758万, 4室2厅2卫 ,186.54平米, 94243元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429559585.html
 上海绿城, 浦东 , 杨东 ,1220万, 3室2厅2卫 ,137.56平米, 88689元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429616375.html
 瑞虹新城一期, 虹口 , 临平路 ,699万, 2室2厅1卫 ,72.06平米, 97002元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429525754.html
 鹏欣一品漫城五期前滩尚城, 闵行 , 浦江 ,960万, 3室2厅2卫 ,131.65平米, 72921元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_425165808.html
 爱建园, 徐汇 , 田林 ,1150万, 3室2厅2卫 ,142.63平米, 80628元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429246357.html
 中瑞公寓, 徐汇 , 田林 ,630万, 2室2厅1卫 ,88.38平米, 71283元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429437791.html
 华盛名门, 浦东 , 川沙 ,598万, 3室2厅2卫 ,141.72平米, 42196元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429589662.html
 三洲花园, 闵行 , 罗阳 ,288万, 2室1厅1卫 ,61.03平米, 47190元/平米 ,东西,中层,简装修,https://sh.esf.fang.com/chushou/3_429685593.html
 嘉海雅苑, 嘉定 , 江桥 ,273万, 2室2厅1卫 ,78.07平米, 34969元/平米 ,南北,低层,简装修,https://sh.esf.fang.com/chushou/3_428044370.html
 中鼎豪园, 普陀 , 桃浦 ,699万, 3室2厅1卫 ,137.71平米, 50759元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429610582.html
 城市经典四期高迪, 浦东 , 张江 ,1300万, 3室3厅2卫 ,174.36平米, 74558元/平米 ,南北, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429688709.html
 中星海上名豪苑一期, 嘉定 , 江桥 ,580万, 3室2厅2卫 ,118平米, 49153元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_425353955.html
 蔷薇一村, 闵行 , 春申 ,276万, 2室1厅1卫 ,72.35平米, 38148元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_429709969.html
 浦江东旭公寓, 浦东 , 高行 ,365万, 2室1厅1卫 ,74.9平米, 48732元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_428749380.html
 瑞虹新城怡庭, 虹口 , 临平路 ,2500万, 3室2厅2卫 ,169.53平米, 147467元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429512039.html
 麦克花园, 徐汇 , 龙华 ,758万, 3室2厅2卫 ,134.52平米, 56348元/平米 ,南北,中层,豪华装修,https://sh.esf.fang.com/chushou/3_423226381.html
 阳光城愉景湾, 浦东 , 川沙 ,458万, 3室1厅1卫 ,90.43平米, 50647元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429590155.html
 宝地东花园, 杨浦 , 周家嘴路 ,890万, 2室2厅2卫 ,115平米, 77391元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429609168.html
 水清木华, 浦东 , 联洋 ,1250万, 3室2厅2卫 ,134.76平米, 92757元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429267998.html
 浦江瑞和城贰街区, 闵行 , 浦江 ,320万, 2室1厅1卫 ,84平米, 38095元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/3_429165533.html
 瑞虹新城天悦郡庭, 虹口 , 临平路 ,2194万, 3室2厅2卫 ,180.13平米, 121801元/平米 ,南北,中层,豪华装修,https://sh.esf.fang.com/chushou/3_429511857.html
 嘉海雅苑, 嘉定 , 江桥 ,289万, 2室2厅1卫 ,82.35平米, 35094元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_428044452.html
 绿地颐景嘉园, 嘉定 , 嘉定新城 ,499万, 3室2厅1卫 ,86.58平米, 57635元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429563170.html
 瑞虹新城悦庭, 虹口 , 临平路 ,2999万, 3室2厅2卫 ,219.02平米, 136928元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429512355.html
 大爱城 , 上海周边 , 其他 ,71万, 3室2厅1卫 ,95平米, 7474元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_428491979.html
 蔷薇八村, 闵行 , 春申 ,246万, 1室1厅1卫 ,60.12平米, 40918元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429709967.html
 星河世纪城, 普陀 , 真如 ,650万, 2室2厅1卫 ,104.29平米, 62326元/平米 ,南北,低层,简装修,https://sh.esf.fang.com/chushou/3_429535017.html
 万科假日风景, 闵行 , 春申 ,600万, 3室2厅1卫 ,115.45平米, 51971元/平米 ,东南, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429532944.html
 阳光威尼斯, 普陀 , 真光 ,460万, 2室2厅1卫 ,100.74平米, 45662元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_429597731.html
 瑞虹新城怡庭, 虹口 , 临平路 ,1265万, 2室2厅1卫 ,100.84平米, 125446元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429511986.html
 星河世纪城, 普陀 , 真如 ,850万, 3室2厅1卫 ,138.86平米, 61213元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429637478.html
 英庭名墅, 青浦 , 徐泾 ,2600万, 4室2厅4卫 ,413平米, 62954元/平米 ,南, 底层 ,简装修,https://sh.esf.fang.com/chushou/10_429680144.html
 圣堡别墅, 青浦 , 徐泾 ,3300万, 8室3厅5卫 ,322平米, 102484元/平米 ,南, 底层 ,豪华装修,https://sh.esf.fang.com/chushou/10_429439189.html
 徐汇芳邻, 闵行 , 春申 ,790万, 3室2厅2卫 ,124.87平米, 63266元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_429709981.html
 瑞虹新城天悦郡庭, 虹口 , 临平路 ,1998万, 3室1厅2卫 ,130.91平米, 152624元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429511890.html
 保利星海屿筑, 嘉定 , 嘉定新城 ,445万, 3室2厅1卫 ,93.29平米, 47701元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429428314.html
 仁恒森兰雅苑, 浦东 , 高行 ,1650万, 4室2厅2卫 ,186.54平米, 88453元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429559728.html
 瑞虹新城天悦郡庭, 虹口 , 临平路 ,4426万, 4室2厅3卫 ,271.68平米, 162912元/平米 ,南,顶层,豪华装修,https://sh.esf.fang.com/chushou/3_429511841.html
 瑞虹新城怡庭, 虹口 , 临平路 ,2200万, 3室2厅2卫 ,168.44平米, 130610元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429512103.html
 枣阳园, 普陀 , 曹杨 ,160万, 1室1厅1卫 ,34.32平米, 46620元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429490379.html
 西郊金茂府, 嘉定 , 嘉定新城 ,615万, 3室2厅1卫 ,91.49平米, 67220元/平米 ,南北, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429531645.html
 地杰国际城E欧泊时光, 浦东 , 御桥 ,838万, 2室2厅1卫 ,99.83平米, 83943元/平米 ,南北, 底层 ,精装修,https://sh.esf.fang.com/chushou/3_429718370.html
 证大家园三期, 浦东 , 金桥 ,520万, 2室2厅1卫 ,88.69平米, 58631元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_428914700.html
 鹏欣一品漫城五期前滩尚城, 闵行 , 浦江 ,960万, 3室2厅2卫 ,131.65平米, 72921元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_425165808.html
 金汇豪庭, 闵行 , 古美 ,1815万, 4室2厅3卫 ,238.51平米, 76097元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_428848617.html
 新德佳苑, 浦东 , 川沙 ,405万, 3室2厅1卫 ,99.65平米, 40642元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429589658.html
 罗阳一村, 闵行 , 罗阳 ,328万, 2室1厅1卫 ,66.07平米, 49644元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429709932.html
 万源城朗郡, 闵行 , 古美 ,1480万, 3室2厅2卫 ,152.01平米, 97362元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429454994.html
 宝华城市之星, 普陀 , 光新 ,960万, 2室2厅1卫 ,102.38平米, 93768元/平米 ,南北,低层,豪华装修,https://sh.esf.fang.com/chushou/3_429103147.html
 中鼎豪园, 普陀 , 桃浦 ,700万, 2室1厅2卫 ,115.51平米, 60601元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_429422412.html
 钦州花苑, 徐汇 , 田林 ,533万, 2室1厅1卫 ,82.81平米, 64364元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_426567521.html
 安居兰庭, 普陀 , 曹杨 ,760万, 2室2厅1卫 ,89.63平米, 84793元/平米 ,南,低层,简装修,https://sh.esf.fang.com/chushou/3_429303947.html
 金杨新村九街坊, 浦东 , 金杨 ,302万, 3室1厅1卫 ,77.55平米, 38943元/平米 ,南,顶层,简装修,https://sh.esf.fang.com/chushou/3_428882703.html
 保集澜湾, 浦东 , 唐镇 ,798万, 3室2厅2卫 ,141.45平米, 56416元/平米 ,南北,顶层,精装修,https://sh.esf.fang.com/chushou/3_429504398.html
 森兰名轩, 浦东 , 高行 ,1286万, 4室2厅2卫 ,149.29平米, 86141元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429558575.html
 瑞虹新城怡庭, 虹口 , 临平路 ,2500万, 3室2厅2卫 ,169.53平米, 147467元/平米 ,南北,低层,精装修,https://sh.esf.fang.com/chushou/3_429512039.html
 风荷苑, 普陀 , 长风 ,315万, 2室1厅1卫 ,47.49平米, 66330元/平米 ,南北,顶层,简装修,https://sh.esf.fang.com/chushou/3_429631601.html
 艾南小区, 浦东 , 三林 ,160万, 1室1厅1卫 ,41.02平米, 39005元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429539424.html
 绿洲公寓, 普陀 , 真如 ,580万, 2室1厅1卫 ,103.03平米, 56294元/平米 ,南北,低层,简装修,https://sh.esf.fang.com/chushou/3_429427845.html
 高华小区, 闵行 , 老闵行 ,220万, 3室2厅2卫 ,85平米, 25882元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_428864235.html
 盘古嘉德, 嘉定 , 嘉定新城 ,370万, 3室2厅2卫 ,91.66平米, 40367元/平米 ,东西,低层,精装修,https://sh.esf.fang.com/chushou/3_429686739.html
 爱法新都二期, 浦东 , 金桥 ,518万, 2室1厅2卫 ,96.07平米, 53919元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429468887.html
 珠光苑, 浦东 , 川沙 ,520万, 3室1厅2卫 ,138.69平米, 37494元/平米 ,南,顶层,精装修,https://sh.esf.fang.com/chushou/3_429654704.html
 水岸秀苑, 嘉定 , 江桥 ,268万, 2室2厅1卫 ,74平米, 36216元/平米 ,南北,中层,简装修,https://sh.esf.fang.com/chushou/3_427847997.html
 浦秀苑, 闵行 , 浦江 ,340万, 2室2厅2卫 ,91.36平米, 37215元/平米 ,南北, 底层 ,毛坯,https://sh.esf.fang.com/chushou/3_429730042.html
 大华锦绣华城第15街区, 浦东 , 北蔡 ,800万, 2室2厅1卫 ,90.62平米, 88281元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429541345.html
 碧云新天地二期, 浦东 , 金桥 ,1100万, 4室2厅2卫 ,138.87平米, 79211元/平米 ,南,低层,精装修,https://sh.esf.fang.com/chushou/3_428762577.html
 浦江东旭公寓, 浦东 , 高行 ,405万, 2室2厅1卫 ,81.53平米, 49675元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_427492324.html
 星河世纪城, 普陀 , 真如 ,650万, 2室2厅1卫 ,104.29平米, 62326元/平米 ,南北,低层,简装修,https://sh.esf.fang.com/chushou/3_429535017.html
 同济融创玫瑰公馆, 闵行 , 古美 ,1250万, 3室2厅1卫 ,96平米, 130208元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429467335.html
 浦江世博家园八街坊, 闵行 , 浦江 ,355万, 3室2厅1卫 ,99.52平米, 35671元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_429730058.html
 欣佳宝邸, 闵行 , 浦江 ,352万, 3室2厅1卫 ,97.75平米, 36010元/平米 ,南,中层,精装修,https://sh.esf.fang.com/chushou/3_429165455.html
 瑞虹新城天悦郡庭, 虹口 , 临平路 ,1315万, 2室2厅2卫 ,102.32平米, 128518元/平米 ,南,高层,精装修,https://sh.esf.fang.com/chushou/3_429511955.html
 森兰名轩, 浦东 , 高行 ,1360万, 3室2厅2卫 ,126.46平米, 107544元/平米 ,北,低层,精装修,https://sh.esf.fang.com/chushou/3_428749265.html
 风华水岸, 普陀 , 长风 ,918万, 3室2厅2卫 ,135.52平米, 67739元/平米 ,南北,中层,精装修,https://sh.esf.fang.com/chushou/3_429070861.html
 虹桥路400弄小区, 徐汇 , 徐家汇 ,1150万, 3室2厅1卫 ,137.01平米, 83935元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_428202630.html
 星苑小区, 虹口 , 凉城 ,225万, 2室1厅1卫 ,60.32平米, 37301元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_422824305.html
 蔷薇一村, 闵行 , 春申 ,358万, 2室1厅1卫 ,83.26平米, 42998元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429709979.html
 香山苑, 普陀 , 曹杨 ,660万, 2室2厅1卫 ,109.87平米, 60071元/平米 ,南,高层,简装修,https://sh.esf.fang.com/chushou/3_428883201.html
 曹杨五村金岭园, 普陀 , 曹杨 ,395万, 2室1厅1卫 ,69.67平米, 56696元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429643460.html
 临沂一村, 浦东 , 南码头 ,275万, 2室1厅1卫 ,49.14平米, 55963元/平米 ,南,中层,简装修,https://sh.esf.fang.com/chushou/3_429724491.html
 鹏欣一品漫城, 闵行 , 浦江 ,600万, 2室2厅2卫 ,89.86平米, 66771元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_427142868.html
 嘉海雅苑, 嘉定 , 江桥 ,288万, 2室2厅1卫 ,77.6平米, 37113元/平米 ,南北,高层,精装修,https://sh.esf.fang.com/chushou/3_428044478.html
